統計年,按照別,行政區域代碼,區域別,性別,出生時體重,胎別,嬰兒出生數
112,按登記日期分,67000350,臺南市安南區,女,2501～3000克,５胞胎以上,0
112,按登記日期分,67000350,臺南市安南區,女,3001～3500克,單胎,228
112,按登記日期分,67000350,臺南市安南區,女,3001～3500克,雙胞胎,0
112,按登記日期分,67000350,臺南市安南區,女,3001～3500克,３胞胎,0
112,按登記日期分,67000350,臺南市安南區,女,3001～3500克,４胞胎,0
112,按登記日期分,67000350,臺南市安南區,女,3001～3500克,５胞胎以上,0
112,按登記日期分,67000350,臺南市安南區,女,3501～4000克,單胎,46
112,按登記日期分,67000350,臺南市安南區,女,3501～4000克,雙胞胎,0
112,按登記日期分,67000350,臺南市安南區,女,3501～4000克,３胞胎,0
112,按登記日期分,67000350,臺南市安南區,女,3501～4000克,４胞胎,0
112,按登記日期分,67000350,臺南市安南區,女,3501～4000克,５胞胎以上,0
112,按登記日期分,67000350,臺南市安南區,女,4001～4500克,單胎,2
112,按登記日期分,67000350,臺南市安南區,女,4001～4500克,雙胞胎,0
112,按登記日期分,67000350,臺南市安南區,女,4001～4500克,３胞胎,0
112,按登記日期分,67000350,臺南市安南區,女,4001～4500克,４胞胎,0
112,按登記日期分,67000350,臺南市安南區,女,4001～4500克,５胞胎以上,0
112,按登記日期分,67000350,臺南市安南區,女,4501～5000克,單胎,0
112,按登記日期分,67000350,臺南市安南區,女,4501～5000克,雙胞胎,0
112,按登記日期分,67000350,臺南市安南區,女,4501～5000克,３胞胎,0
112,按登記日期分,67000350,臺南市安南區,女,4501～5000克,４胞胎,0
112,按登記日期分,67000350,臺南市安南區,女,4501～5000克,５胞胎以上,0
112,按登記日期分,67000350,臺南市安南區,女,5001克及以上,單胎,0
112,按登記日期分,67000350,臺南市安南區,女,5001克及以上,雙胞胎,0
112,按登記日期分,67000350,臺南市安南區,女,5001克及以上,３胞胎,0
112,按登記日期分,67000350,臺南市安南區,女,5001克及以上,４胞胎,0
112,按登記日期分,67000350,臺南市安南區,女,5001克及以上,５胞胎以上,0
112,按登記日期分,67000360,臺南市安平區,男,1000克及以下,單胎,0
112,按登記日期分,67000360,臺南市安平區,男,1000克及以下,雙胞胎,0
112,按登記日期分,67000360,臺南市安平區,男,1000克及以下,３胞胎,0
112,按登記日期分,67000360,臺南市安平區,男,1000克及以下,４胞胎,0
112,按登記日期分,67000360,臺南市安平區,男,1000克及以下,５胞胎以上,0
112,按登記日期分,67000360,臺南市安平區,男,1001～1500克,單胎,1
112,按登記日期分,67000360,臺南市安平區,男,1001～1500克,雙胞胎,0
112,按登記日期分,67000360,臺南市安平區,男,1001～1500克,３胞胎,0
112,按登記日期分,67000360,臺南市安平區,男,1001～1500克,４胞胎,0
112,按登記日期分,67000360,臺南市安平區,男,1001～1500克,５胞胎以上,0
112,按登記日期分,67000360,臺南市安平區,男,1501～2000克,單胎,3
112,按登記日期分,67000360,臺南市安平區,男,1501～2000克,雙胞胎,0
112,按登記日期分,67000360,臺南市安平區,男,1501～2000克,３胞胎,0
112,按登記日期分,67000360,臺南市安平區,男,1501～2000克,４胞胎,0
112,按登記日期分,67000360,臺南市安平區,男,1501～2000克,５胞胎以上,0
112,按登記日期分,67000360,臺南市安平區,男,2001～2500克,單胎,18
112,按登記日期分,67000360,臺南市安平區,男,2001～2500克,雙胞胎,2
112,按登記日期分,67000360,臺南市安平區,男,2001～2500克,３胞胎,0
112,按登記日期分,67000360,臺南市安平區,男,2001～2500克,４胞胎,0
112,按登記日期分,67000360,臺南市安平區,男,2001～2500克,５胞胎以上,0
112,按登記日期分,67000360,臺南市安平區,男,2501～3000克,單胎,54
112,按登記日期分,67000360,臺南市安平區,男,2501～3000克,雙胞胎,1
112,按登記日期分,67000360,臺南市安平區,男,2501～3000克,３胞胎,0
112,按登記日期分,67000360,臺南市安平區,男,2501～3000克,４胞胎,0
112,按登記日期分,67000360,臺南市安平區,男,2501～3000克,５胞胎以上,0
112,按登記日期分,67000360,臺南市安平區,男,3001～3500克,單胎,87
112,按登記日期分,67000360,臺南市安平區,男,3001～3500克,雙胞胎,0
112,按登記日期分,67000360,臺南市安平區,男,3001～3500克,３胞胎,0
112,按登記日期分,67000360,臺南市安平區,男,3001～3500克,４胞胎,0
112,按登記日期分,67000360,臺南市安平區,男,3001～3500克,５胞胎以上,0
112,按登記日期分,67000360,臺南市安平區,男,3501～4000克,單胎,26
112,按登記日期分,67000360,臺南市安平區,男,3501～4000克,雙胞胎,0
112,按登記日期分,67000360,臺南市安平區,男,3501～4000克,３胞胎,0
112,按登記日期分,67000360,臺南市安平區,男,3501～4000克,４胞胎,0
112,按登記日期分,67000360,臺南市安平區,男,3501～4000克,５胞胎以上,0
112,按登記日期分,67000360,臺南市安平區,男,4001～4500克,單胎,0
112,按登記日期分,67000360,臺南市安平區,男,4001～4500克,雙胞胎,0
112,按登記日期分,67000360,臺南市安平區,男,4001～4500克,３胞胎,0
112,按登記日期分,67000360,臺南市安平區,男,4001～4500克,４胞胎,0
112,按登記日期分,67000360,臺南市安平區,男,4001～4500克,５胞胎以上,0
112,按登記日期分,67000360,臺南市安平區,男,4501～5000克,單胎,0
112,按登記日期分,67000360,臺南市安平區,男,4501～5000克,雙胞胎,0
112,按登記日期分,67000360,臺南市安平區,男,4501～5000克,３胞胎,0
112,按登記日期分,67000360,臺南市安平區,男,4501～5000克,４胞胎,0
112,按登記日期分,67000360,臺南市安平區,男,4501～5000克,５胞胎以上,0
112,按登記日期分,67000360,臺南市安平區,男,5001克及以上,單胎,0
112,按登記日期分,67000360,臺南市安平區,男,5001克及以上,雙胞胎,0
112,按登記日期分,67000360,臺南市安平區,男,5001克及以上,３胞胎,0
112,按登記日期分,67000360,臺南市安平區,男,5001克及以上,４胞胎,0
112,按登記日期分,67000360,臺南市安平區,男,5001克及以上,５胞胎以上,0
112,按登記日期分,67000360,臺南市安平區,女,1000克及以下,單胎,0
112,按登記日期分,67000360,臺南市安平區,女,1000克及以下,雙胞胎,0
112,按登記日期分,67000360,臺南市安平區,女,1000克及以下,３胞胎,0
112,按登記日期分,67000360,臺南市安平區,女,1000克及以下,４胞胎,0
112,按登記日期分,67000360,臺南市安平區,女,1000克及以下,５胞胎以上,0
112,按登記日期分,67000360,臺南市安平區,女,1001～1500克,單胎,1
112,按登記日期分,67000360,臺南市安平區,女,1001～1500克,雙胞胎,0
112,按登記日期分,67000360,臺南市安平區,女,1001～1500克,３胞胎,0
112,按登記日期分,67000360,臺南市安平區,女,1001～1500克,４胞胎,0
112,按登記日期分,67000360,臺南市安平區,女,1001～1500克,５胞胎以上,0
112,按登記日期分,67000360,臺南市安平區,女,1501～2000克,單胎,0
112,按登記日期分,67000360,臺南市安平區,女,1501～2000克,雙胞胎,1
112,按登記日期分,67000360,臺南市安平區,女,1501～2000克,３胞胎,0
112,按登記日期分,67000360,臺南市安平區,女,1501～2000克,４胞胎,0
112,按登記日期分,67000360,臺南市安平區,女,1501～2000克,５胞胎以上,0
112,按登記日期分,67000360,臺南市安平區,女,2001～2500克,單胎,12
112,按登記日期分,67000360,臺南市安平區,女,2001～2500克,雙胞胎,4
112,按登記日期分,67000360,臺南市安平區,女,2001～2500克,３胞胎,0
112,按登記日期分,67000360,臺南市安平區,女,2001～2500克,４胞胎,0
112,按登記日期分,67000360,臺南市安平區,女,2001～2500克,５胞胎以上,0
112,按登記日期分,67000360,臺南市安平區,女,2501～3000克,單胎,65
112,按登記日期分,67000360,臺南市安平區,女,2501～3000克,雙胞胎,2
112,按登記日期分,67000360,臺南市安平區,女,2501～3000克,３胞胎,0
112,按登記日期分,67000360,臺南市安平區,女,2501～3000克,４胞胎,0
112,按登記日期分,67000360,臺南市安平區,女,2501～3000克,５胞胎以上,0
112,按登記日期分,67000360,臺南市安平區,女,3001～3500克,單胎,73
112,按登記日期分,67000360,臺南市安平區,女,3001～3500克,雙胞胎,0
112,按登記日期分,67000360,臺南市安平區,女,3001～3500克,３胞胎,0
112,按登記日期分,67000360,臺南市安平區,女,3001～3500克,４胞胎,0
112,按登記日期分,67000360,臺南市安平區,女,3001～3500克,５胞胎以上,0
112,按登記日期分,67000360,臺南市安平區,女,3501～4000克,單胎,16
112,按登記日期分,67000360,臺南市安平區,女,3501～4000克,雙胞胎,0
112,按登記日期分,67000360,臺南市安平區,女,3501～4000克,３胞胎,0
112,按登記日期分,67000360,臺南市安平區,女,3501～4000克,４胞胎,0
112,按登記日期分,67000360,臺南市安平區,女,3501～4000克,５胞胎以上,0
112,按登記日期分,67000360,臺南市安平區,女,4001～4500克,單胎,2
112,按登記日期分,67000360,臺南市安平區,女,4001～4500克,雙胞胎,0
112,按登記日期分,67000360,臺南市安平區,女,4001～4500克,３胞胎,0
112,按登記日期分,67000360,臺南市安平區,女,4001～4500克,４胞胎,0
112,按登記日期分,67000360,臺南市安平區,女,4001～4500克,５胞胎以上,0
112,按登記日期分,67000360,臺南市安平區,女,4501～5000克,單胎,0
112,按登記日期分,67000360,臺南市安平區,女,4501～5000克,雙胞胎,0
112,按登記日期分,67000360,臺南市安平區,女,4501～5000克,３胞胎,0
112,按登記日期分,67000360,臺南市安平區,女,4501～5000克,４胞胎,0
112,按登記日期分,67000360,臺南市安平區,女,4501～5000克,５胞胎以上,0
112,按登記日期分,67000360,臺南市安平區,女,5001克及以上,單胎,0
112,按登記日期分,67000360,臺南市安平區,女,5001克及以上,雙胞胎,0
112,按登記日期分,67000360,臺南市安平區,女,5001克及以上,３胞胎,0
112,按登記日期分,67000360,臺南市安平區,女,5001克及以上,４胞胎,0
112,按登記日期分,67000360,臺南市安平區,女,5001克及以上,５胞胎以上,0
112,按登記日期分,67000370,臺南市中西區,男,1000克及以下,單胎,0
112,按登記日期分,67000370,臺南市中西區,男,1000克及以下,雙胞胎,0
112,按登記日期分,67000370,臺南市中西區,男,1000克及以下,３胞胎,0
112,按登記日期分,67000370,臺南市中西區,男,1000克及以下,４胞胎,0
112,按登記日期分,67000370,臺南市中西區,男,1000克及以下,５胞胎以上,0
112,按登記日期分,67000370,臺南市中西區,男,1001～1500克,單胎,0
112,按登記日期分,67000370,臺南市中西區,男,1001～1500克,雙胞胎,0
112,按登記日期分,67000370,臺南市中西區,男,1001～1500克,３胞胎,1
112,按登記日期分,67000370,臺南市中西區,男,1001～1500克,４胞胎,0
112,按登記日期分,67000370,臺南市中西區,男,1001～1500克,５胞胎以上,0
112,按登記日期分,67000370,臺南市中西區,男,1501～2000克,單胎,2
112,按登記日期分,67000370,臺南市中西區,男,1501～2000克,雙胞胎,0
112,按登記日期分,67000370,臺南市中西區,男,1501～2000克,３胞胎,0
112,按登記日期分,67000370,臺南市中西區,男,1501～2000克,４胞胎,0
112,按登記日期分,67000370,臺南市中西區,男,1501～2000克,５胞胎以上,0
112,按登記日期分,67000370,臺南市中西區,男,2001～2500克,單胎,8
112,按登記日期分,67000370,臺南市中西區,男,2001～2500克,雙胞胎,1
112,按登記日期分,67000370,臺南市中西區,男,2001～2500克,３胞胎,0
112,按登記日期分,67000370,臺南市中西區,男,2001～2500克,４胞胎,0
112,按登記日期分,67000370,臺南市中西區,男,2001～2500克,５胞胎以上,0
112,按登記日期分,67000370,臺南市中西區,男,2501～3000克,單胎,34
112,按登記日期分,67000370,臺南市中西區,男,2501～3000克,雙胞胎,4
112,按登記日期分,67000370,臺南市中西區,男,2501～3000克,３胞胎,0
112,按登記日期分,67000370,臺南市中西區,男,2501～3000克,４胞胎,0
112,按登記日期分,67000370,臺南市中西區,男,2501～3000克,５胞胎以上,0
112,按登記日期分,67000370,臺南市中西區,男,3001～3500克,單胎,78
112,按登記日期分,67000370,臺南市中西區,男,3001～3500克,雙胞胎,2
112,按登記日期分,67000370,臺南市中西區,男,3001～3500克,３胞胎,0
112,按登記日期分,67000370,臺南市中西區,男,3001～3500克,４胞胎,0
112,按登記日期分,67000370,臺南市中西區,男,3001～3500克,５胞胎以上,0
112,按登記日期分,67000370,臺南市中西區,男,3501～4000克,單胎,16
112,按登記日期分,67000370,臺南市中西區,男,3501～4000克,雙胞胎,0
112,按登記日期分,67000370,臺南市中西區,男,3501～4000克,３胞胎,0
112,按登記日期分,67000370,臺南市中西區,男,3501～4000克,４胞胎,0
112,按登記日期分,67000370,臺南市中西區,男,3501～4000克,５胞胎以上,0
112,按登記日期分,67000370,臺南市中西區,男,4001～4500克,單胎,4
112,按登記日期分,67000370,臺南市中西區,男,4001～4500克,雙胞胎,0
112,按登記日期分,67000370,臺南市中西區,男,4001～4500克,３胞胎,0
112,按登記日期分,67000370,臺南市中西區,男,4001～4500克,４胞胎,0
112,按登記日期分,67000370,臺南市中西區,男,4001～4500克,５胞胎以上,0
112,按登記日期分,67000370,臺南市中西區,男,4501～5000克,單胎,1
112,按登記日期分,67000370,臺南市中西區,男,4501～5000克,雙胞胎,0
112,按登記日期分,67000370,臺南市中西區,男,4501～5000克,３胞胎,0
112,按登記日期分,67000370,臺南市中西區,男,4501～5000克,４胞胎,0
112,按登記日期分,67000370,臺南市中西區,男,4501～5000克,５胞胎以上,0
112,按登記日期分,67000370,臺南市中西區,男,5001克及以上,單胎,0
112,按登記日期分,67000370,臺南市中西區,男,5001克及以上,雙胞胎,0
112,按登記日期分,67000370,臺南市中西區,男,5001克及以上,３胞胎,0
112,按登記日期分,67000370,臺南市中西區,男,5001克及以上,４胞胎,0
112,按登記日期分,67000370,臺南市中西區,男,5001克及以上,５胞胎以上,0
112,按登記日期分,67000370,臺南市中西區,女,1000克及以下,單胎,0
112,按登記日期分,67000370,臺南市中西區,女,1000克及以下,雙胞胎,0
112,按登記日期分,67000370,臺南市中西區,女,1000克及以下,３胞胎,0
112,按登記日期分,67000370,臺南市中西區,女,1000克及以下,４胞胎,0
112,按登記日期分,67000370,臺南市中西區,女,1000克及以下,５胞胎以上,0
112,按登記日期分,67000370,臺南市中西區,女,1001～1500克,單胎,1
112,按登記日期分,67000370,臺南市中西區,女,1001～1500克,雙胞胎,0
112,按登記日期分,67000370,臺南市中西區,女,1001～1500克,３胞胎,0
112,按登記日期分,67000370,臺南市中西區,女,1001～1500克,４胞胎,0
112,按登記日期分,67000370,臺南市中西區,女,1001～1500克,５胞胎以上,0
112,按登記日期分,67000370,臺南市中西區,女,1501～2000克,單胎,1
112,按登記日期分,67000370,臺南市中西區,女,1501～2000克,雙胞胎,0
112,按登記日期分,67000370,臺南市中西區,女,1501～2000克,３胞胎,0
112,按登記日期分,67000370,臺南市中西區,女,1501～2000克,４胞胎,0
112,按登記日期分,67000370,臺南市中西區,女,1501～2000克,５胞胎以上,0
112,按登記日期分,67000370,臺南市中西區,女,2001～2500克,單胎,17
112,按登記日期分,67000370,臺南市中西區,女,2001～2500克,雙胞胎,3
112,按登記日期分,67000370,臺南市中西區,女,2001～2500克,３胞胎,0
112,按登記日期分,67000370,臺南市中西區,女,2001～2500克,４胞胎,0
112,按登記日期分,67000370,臺南市中西區,女,2001～2500克,５胞胎以上,0
112,按登記日期分,67000370,臺南市中西區,女,2501～3000克,單胎,64
112,按登記日期分,67000370,臺南市中西區,女,2501～3000克,雙胞胎,2
112,按登記日期分,67000370,臺南市中西區,女,2501～3000克,３胞胎,0
112,按登記日期分,67000370,臺南市中西區,女,2501～3000克,４胞胎,0
112,按登記日期分,67000370,臺南市中西區,女,2501～3000克,５胞胎以上,0
112,按登記日期分,67000370,臺南市中西區,女,3001～3500克,單胎,56
112,按登記日期分,67000370,臺南市中西區,女,3001～3500克,雙胞胎,0
112,按登記日期分,67000370,臺南市中西區,女,3001～3500克,３胞胎,0
112,按登記日期分,67000370,臺南市中西區,女,3001～3500克,４胞胎,0
112,按登記日期分,67000370,臺南市中西區,女,3001～3500克,５胞胎以上,0
112,按登記日期分,67000370,臺南市中西區,女,3501～4000克,單胎,8
112,按登記日期分,67000370,臺南市中西區,女,3501～4000克,雙胞胎,0
112,按登記日期分,67000370,臺南市中西區,女,3501～4000克,３胞胎,0
112,按登記日期分,67000370,臺南市中西區,女,3501～4000克,４胞胎,0
112,按登記日期分,67000370,臺南市中西區,女,3501～4000克,５胞胎以上,0
112,按登記日期分,67000370,臺南市中西區,女,4001～4500克,單胎,0
112,按登記日期分,67000370,臺南市中西區,女,4001～4500克,雙胞胎,0
112,按登記日期分,67000370,臺南市中西區,女,4001～4500克,３胞胎,0
112,按登記日期分,67000370,臺南市中西區,女,4001～4500克,４胞胎,0
112,按登記日期分,67000370,臺南市中西區,女,4001～4500克,５胞胎以上,0
112,按登記日期分,67000370,臺南市中西區,女,4501～5000克,單胎,0
112,按登記日期分,67000370,臺南市中西區,女,4501～5000克,雙胞胎,0
112,按登記日期分,67000370,臺南市中西區,女,4501～5000克,３胞胎,0
112,按登記日期分,67000370,臺南市中西區,女,4501～5000克,４胞胎,0
112,按登記日期分,67000370,臺南市中西區,女,4501～5000克,５胞胎以上,0
112,按登記日期分,67000370,臺南市中西區,女,5001克及以上,單胎,0
112,按登記日期分,67000370,臺南市中西區,女,5001克及以上,雙胞胎,0
112,按登記日期分,67000370,臺南市中西區,女,5001克及以上,３胞胎,0
112,按登記日期分,67000370,臺南市中西區,女,5001克及以上,４胞胎,0
112,按登記日期分,67000370,臺南市中西區,女,5001克及以上,５胞胎以上,0
112,按登記日期分,64000010,高雄市鹽埕區,男,1000克及以下,單胎,0
112,按登記日期分,64000010,高雄市鹽埕區,男,1000克及以下,雙胞胎,0
112,按登記日期分,64000010,高雄市鹽埕區,男,1000克及以下,３胞胎,0
112,按登記日期分,64000010,高雄市鹽埕區,男,1000克及以下,４胞胎,0
112,按登記日期分,64000010,高雄市鹽埕區,男,1000克及以下,５胞胎以上,0
112,按登記日期分,64000010,高雄市鹽埕區,男,1001～1500克,單胎,0
112,按登記日期分,64000010,高雄市鹽埕區,男,1001～1500克,雙胞胎,0
112,按登記日期分,64000010,高雄市鹽埕區,男,1001～1500克,３胞胎,0
112,按登記日期分,64000010,高雄市鹽埕區,男,1001～1500克,４胞胎,0
112,按登記日期分,64000010,高雄市鹽埕區,男,1001～1500克,５胞胎以上,0
112,按登記日期分,64000010,高雄市鹽埕區,男,1501～2000克,單胎,1
112,按登記日期分,64000010,高雄市鹽埕區,男,1501～2000克,雙胞胎,0
112,按登記日期分,64000010,高雄市鹽埕區,男,1501～2000克,３胞胎,0
112,按登記日期分,64000010,高雄市鹽埕區,男,1501～2000克,４胞胎,0
112,按登記日期分,64000010,高雄市鹽埕區,男,1501～2000克,５胞胎以上,0
112,按登記日期分,64000010,高雄市鹽埕區,男,2001～2500克,單胎,3
112,按登記日期分,64000010,高雄市鹽埕區,男,2001～2500克,雙胞胎,1
112,按登記日期分,64000010,高雄市鹽埕區,男,2001～2500克,３胞胎,0
112,按登記日期分,64000010,高雄市鹽埕區,男,2001～2500克,４胞胎,0
112,按登記日期分,64000010,高雄市鹽埕區,男,2001～2500克,５胞胎以上,0
112,按登記日期分,64000010,高雄市鹽埕區,男,2501～3000克,單胎,10
112,按登記日期分,64000010,高雄市鹽埕區,男,2501～3000克,雙胞胎,3
112,按登記日期分,64000010,高雄市鹽埕區,男,2501～3000克,３胞胎,0
112,按登記日期分,64000010,高雄市鹽埕區,男,2501～3000克,４胞胎,0
112,按登記日期分,64000010,高雄市鹽埕區,男,2501～3000克,５胞胎以上,0
112,按登記日期分,64000010,高雄市鹽埕區,男,3001～3500克,單胎,13
112,按登記日期分,64000010,高雄市鹽埕區,男,3001～3500克,雙胞胎,0
112,按登記日期分,64000010,高雄市鹽埕區,男,3001～3500克,３胞胎,0
112,按登記日期分,64000010,高雄市鹽埕區,男,3001～3500克,４胞胎,0
112,按登記日期分,64000010,高雄市鹽埕區,男,3001～3500克,５胞胎以上,0
112,按登記日期分,64000010,高雄市鹽埕區,男,3501～4000克,單胎,3
112,按登記日期分,64000010,高雄市鹽埕區,男,3501～4000克,雙胞胎,0
112,按登記日期分,64000010,高雄市鹽埕區,男,3501～4000克,３胞胎,0
112,按登記日期分,64000010,高雄市鹽埕區,男,3501～4000克,４胞胎,0
112,按登記日期分,64000010,高雄市鹽埕區,男,3501～4000克,５胞胎以上,0
112,按登記日期分,64000010,高雄市鹽埕區,男,4001～4500克,單胎,0
112,按登記日期分,64000010,高雄市鹽埕區,男,4001～4500克,雙胞胎,0
112,按登記日期分,64000010,高雄市鹽埕區,男,4001～4500克,３胞胎,0
112,按登記日期分,64000010,高雄市鹽埕區,男,4001～4500克,４胞胎,0
112,按登記日期分,64000010,高雄市鹽埕區,男,4001～4500克,５胞胎以上,0
112,按登記日期分,64000010,高雄市鹽埕區,男,4501～5000克,單胎,0
112,按登記日期分,64000010,高雄市鹽埕區,男,4501～5000克,雙胞胎,0
112,按登記日期分,64000010,高雄市鹽埕區,男,4501～5000克,３胞胎,0
112,按登記日期分,64000010,高雄市鹽埕區,男,4501～5000克,４胞胎,0
112,按登記日期分,64000010,高雄市鹽埕區,男,4501～5000克,５胞胎以上,0
112,按登記日期分,64000010,高雄市鹽埕區,男,5001克及以上,單胎,0
112,按登記日期分,64000010,高雄市鹽埕區,男,5001克及以上,雙胞胎,0
112,按登記日期分,64000010,高雄市鹽埕區,男,5001克及以上,３胞胎,0
112,按登記日期分,64000010,高雄市鹽埕區,男,5001克及以上,４胞胎,0
112,按登記日期分,64000010,高雄市鹽埕區,男,5001克及以上,５胞胎以上,0
112,按登記日期分,64000010,高雄市鹽埕區,女,1000克及以下,單胎,0
112,按登記日期分,64000010,高雄市鹽埕區,女,1000克及以下,雙胞胎,0
112,按登記日期分,64000010,高雄市鹽埕區,女,1000克及以下,３胞胎,0
112,按登記日期分,64000010,高雄市鹽埕區,女,1000克及以下,４胞胎,0
112,按登記日期分,64000010,高雄市鹽埕區,女,1000克及以下,５胞胎以上,0
112,按登記日期分,64000010,高雄市鹽埕區,女,1001～1500克,單胎,0
112,按登記日期分,64000010,高雄市鹽埕區,女,1001～1500克,雙胞胎,0
112,按登記日期分,64000010,高雄市鹽埕區,女,1001～1500克,３胞胎,0
112,按登記日期分,64000010,高雄市鹽埕區,女,1001～1500克,４胞胎,0
112,按登記日期分,64000010,高雄市鹽埕區,女,1001～1500克,５胞胎以上,0
112,按登記日期分,64000010,高雄市鹽埕區,女,1501～2000克,單胎,0
112,按登記日期分,64000010,高雄市鹽埕區,女,1501～2000克,雙胞胎,0
112,按登記日期分,64000010,高雄市鹽埕區,女,1501～2000克,３胞胎,0
112,按登記日期分,64000010,高雄市鹽埕區,女,1501～2000克,４胞胎,0
112,按登記日期分,64000010,高雄市鹽埕區,女,1501～2000克,５胞胎以上,0
112,按登記日期分,64000010,高雄市鹽埕區,女,2001～2500克,單胎,1
112,按登記日期分,64000010,高雄市鹽埕區,女,2001～2500克,雙胞胎,2
112,按登記日期分,64000010,高雄市鹽埕區,女,2001～2500克,３胞胎,0
112,按登記日期分,64000010,高雄市鹽埕區,女,2001～2500克,４胞胎,0
112,按登記日期分,64000010,高雄市鹽埕區,女,2001～2500克,５胞胎以上,0
112,按登記日期分,64000010,高雄市鹽埕區,女,2501～3000克,單胎,22
112,按登記日期分,64000010,高雄市鹽埕區,女,2501～3000克,雙胞胎,0
112,按登記日期分,64000010,高雄市鹽埕區,女,2501～3000克,３胞胎,0
112,按登記日期分,64000010,高雄市鹽埕區,女,2501～3000克,４胞胎,0
112,按登記日期分,64000010,高雄市鹽埕區,女,2501～3000克,５胞胎以上,0
112,按登記日期分,64000010,高雄市鹽埕區,女,3001～3500克,單胎,16
112,按登記日期分,64000010,高雄市鹽埕區,女,3001～3500克,雙胞胎,0
112,按登記日期分,64000010,高雄市鹽埕區,女,3001～3500克,３胞胎,0
112,按登記日期分,64000010,高雄市鹽埕區,女,3001～3500克,４胞胎,0
112,按登記日期分,64000010,高雄市鹽埕區,女,3001～3500克,５胞胎以上,0
112,按登記日期分,64000010,高雄市鹽埕區,女,3501～4000克,單胎,1
112,按登記日期分,64000010,高雄市鹽埕區,女,3501～4000克,雙胞胎,0
112,按登記日期分,64000010,高雄市鹽埕區,女,3501～4000克,３胞胎,0
112,按登記日期分,64000010,高雄市鹽埕區,女,3501～4000克,４胞胎,0
112,按登記日期分,64000010,高雄市鹽埕區,女,3501～4000克,５胞胎以上,0
112,按登記日期分,64000010,高雄市鹽埕區,女,4001～4500克,單胎,0
112,按登記日期分,64000010,高雄市鹽埕區,女,4001～4500克,雙胞胎,0
112,按登記日期分,64000010,高雄市鹽埕區,女,4001～4500克,３胞胎,0
112,按登記日期分,64000010,高雄市鹽埕區,女,4001～4500克,４胞胎,0
112,按登記日期分,64000010,高雄市鹽埕區,女,4001～4500克,５胞胎以上,0
112,按登記日期分,64000010,高雄市鹽埕區,女,4501～5000克,單胎,0
112,按登記日期分,64000010,高雄市鹽埕區,女,4501～5000克,雙胞胎,0
112,按登記日期分,64000010,高雄市鹽埕區,女,4501～5000克,３胞胎,0
112,按登記日期分,64000010,高雄市鹽埕區,女,4501～5000克,４胞胎,0
112,按登記日期分,64000010,高雄市鹽埕區,女,4501～5000克,５胞胎以上,0
112,按登記日期分,64000010,高雄市鹽埕區,女,5001克及以上,單胎,0
112,按登記日期分,64000010,高雄市鹽埕區,女,5001克及以上,雙胞胎,0
112,按登記日期分,64000010,高雄市鹽埕區,女,5001克及以上,３胞胎,0
112,按登記日期分,64000010,高雄市鹽埕區,女,5001克及以上,４胞胎,0
112,按登記日期分,64000010,高雄市鹽埕區,女,5001克及以上,５胞胎以上,0
112,按登記日期分,64000020,高雄市鼓山區,男,1000克及以下,單胎,0
112,按登記日期分,64000020,高雄市鼓山區,男,1000克及以下,雙胞胎,0
112,按登記日期分,64000020,高雄市鼓山區,男,1000克及以下,３胞胎,0
112,按登記日期分,64000020,高雄市鼓山區,男,1000克及以下,４胞胎,0
112,按登記日期分,64000020,高雄市鼓山區,男,1000克及以下,５胞胎以上,0
112,按登記日期分,64000020,高雄市鼓山區,男,1001～1500克,單胎,2
112,按登記日期分,64000020,高雄市鼓山區,男,1001～1500克,雙胞胎,0
112,按登記日期分,64000020,高雄市鼓山區,男,1001～1500克,３胞胎,0
112,按登記日期分,64000020,高雄市鼓山區,男,1001～1500克,４胞胎,0
112,按登記日期分,64000020,高雄市鼓山區,男,1001～1500克,５胞胎以上,0
112,按登記日期分,64000020,高雄市鼓山區,男,1501～2000克,單胎,4
112,按登記日期分,64000020,高雄市鼓山區,男,1501～2000克,雙胞胎,2
112,按登記日期分,64000020,高雄市鼓山區,男,1501～2000克,３胞胎,0
112,按登記日期分,64000020,高雄市鼓山區,男,1501～2000克,４胞胎,0
112,按登記日期分,64000020,高雄市鼓山區,男,1501～2000克,５胞胎以上,0
112,按登記日期分,64000020,高雄市鼓山區,男,2001～2500克,單胎,22
112,按登記日期分,64000020,高雄市鼓山區,男,2001～2500克,雙胞胎,7
112,按登記日期分,64000020,高雄市鼓山區,男,2001～2500克,３胞胎,0
112,按登記日期分,64000020,高雄市鼓山區,男,2001～2500克,４胞胎,0
112,按登記日期分,64000020,高雄市鼓山區,男,2001～2500克,５胞胎以上,0
112,按登記日期分,64000020,高雄市鼓山區,男,2501～3000克,單胎,132
112,按登記日期分,64000020,高雄市鼓山區,男,2501～3000克,雙胞胎,2
112,按登記日期分,64000020,高雄市鼓山區,男,2501～3000克,３胞胎,0
112,按登記日期分,64000020,高雄市鼓山區,男,2501～3000克,４胞胎,0
112,按登記日期分,64000020,高雄市鼓山區,男,2501～3000克,５胞胎以上,0
112,按登記日期分,64000020,高雄市鼓山區,男,3001～3500克,單胎,173
112,按登記日期分,64000020,高雄市鼓山區,男,3001～3500克,雙胞胎,0
112,按登記日期分,64000020,高雄市鼓山區,男,3001～3500克,３胞胎,0
112,按登記日期分,64000020,高雄市鼓山區,男,3001～3500克,４胞胎,0
