統計年,按照別,區域別代碼,區域別,懷孕期間,出生時體重,嬰兒出生數
111,按發生日期分,66000210,臺中市外埔區,43週以上,5001克及以上,0
111,按發生日期分,66000220,臺中市大安區,28週以下,1000克及以下,1
111,按發生日期分,66000220,臺中市大安區,28週以下,1001～1500克,0
111,按發生日期分,66000220,臺中市大安區,28週以下,1501～2000克,0
111,按發生日期分,66000220,臺中市大安區,28週以下,2001～2500克,0
111,按發生日期分,66000220,臺中市大安區,28週以下,2501～3000克,0
111,按發生日期分,66000220,臺中市大安區,28週以下,3001～3500克,0
111,按發生日期分,66000220,臺中市大安區,28週以下,3501～4000克,0
111,按發生日期分,66000220,臺中市大安區,28週以下,4001～4500克,0
111,按發生日期分,66000220,臺中市大安區,28週以下,4501～5000克,0
111,按發生日期分,66000220,臺中市大安區,28週以下,5001克及以上,0
111,按發生日期分,66000220,臺中市大安區,28～31週,1000克及以下,1
111,按發生日期分,66000220,臺中市大安區,28～31週,1001～1500克,1
111,按發生日期分,66000220,臺中市大安區,28～31週,1501～2000克,0
111,按發生日期分,66000220,臺中市大安區,28～31週,2001～2500克,0
111,按發生日期分,66000220,臺中市大安區,28～31週,2501～3000克,0
111,按發生日期分,66000220,臺中市大安區,28～31週,3001～3500克,0
111,按發生日期分,66000220,臺中市大安區,28～31週,3501～4000克,0
111,按發生日期分,66000220,臺中市大安區,28～31週,4001～4500克,0
111,按發生日期分,66000220,臺中市大安區,28～31週,4501～5000克,0
111,按發生日期分,66000220,臺中市大安區,28～31週,5001克及以上,0
111,按發生日期分,66000220,臺中市大安區,32～35週,1000克及以下,0
111,按發生日期分,66000220,臺中市大安區,32～35週,1001～1500克,0
111,按發生日期分,66000220,臺中市大安區,32～35週,1501～2000克,0
111,按發生日期分,66000220,臺中市大安區,32～35週,2001～2500克,6
111,按發生日期分,66000220,臺中市大安區,32～35週,2501～3000克,1
111,按發生日期分,66000220,臺中市大安區,32～35週,3001～3500克,0
111,按發生日期分,66000220,臺中市大安區,32～35週,3501～4000克,0
111,按發生日期分,66000220,臺中市大安區,32～35週,4001～4500克,0
111,按發生日期分,66000220,臺中市大安區,32～35週,4501～5000克,0
111,按發生日期分,66000220,臺中市大安區,32～35週,5001克及以上,0
111,按發生日期分,66000220,臺中市大安區,36週,1000克及以下,0
111,按發生日期分,66000220,臺中市大安區,36週,1001～1500克,0
111,按發生日期分,66000220,臺中市大安區,36週,1501～2000克,0
111,按發生日期分,66000220,臺中市大安區,36週,2001～2500克,1
111,按發生日期分,66000220,臺中市大安區,36週,2501～3000克,2
111,按發生日期分,66000220,臺中市大安區,36週,3001～3500克,0
111,按發生日期分,66000220,臺中市大安區,36週,3501～4000克,0
111,按發生日期分,66000220,臺中市大安區,36週,4001～4500克,0
111,按發生日期分,66000220,臺中市大安區,36週,4501～5000克,0
111,按發生日期分,66000220,臺中市大安區,36週,5001克及以上,0
111,按發生日期分,66000220,臺中市大安區,37～39週,1000克及以下,0
111,按發生日期分,66000220,臺中市大安區,37～39週,1001～1500克,0
111,按發生日期分,66000220,臺中市大安區,37～39週,1501～2000克,0
111,按發生日期分,66000220,臺中市大安區,37～39週,2001～2500克,7
111,按發生日期分,66000220,臺中市大安區,37～39週,2501～3000克,41
111,按發生日期分,66000220,臺中市大安區,37～39週,3001～3500克,36
111,按發生日期分,66000220,臺中市大安區,37～39週,3501～4000克,8
111,按發生日期分,66000220,臺中市大安區,37～39週,4001～4500克,0
111,按發生日期分,66000220,臺中市大安區,37～39週,4501～5000克,0
111,按發生日期分,66000220,臺中市大安區,37～39週,5001克及以上,0
111,按發生日期分,66000220,臺中市大安區,40週,1000克及以下,0
111,按發生日期分,66000220,臺中市大安區,40週,1001～1500克,0
111,按發生日期分,66000220,臺中市大安區,40週,1501～2000克,0
111,按發生日期分,66000220,臺中市大安區,40週,2001～2500克,1
111,按發生日期分,66000220,臺中市大安區,40週,2501～3000克,4
111,按發生日期分,66000220,臺中市大安區,40週,3001～3500克,4
111,按發生日期分,66000220,臺中市大安區,40週,3501～4000克,4
111,按發生日期分,66000220,臺中市大安區,40週,4001～4500克,0
111,按發生日期分,66000220,臺中市大安區,40週,4501～5000克,0
111,按發生日期分,66000220,臺中市大安區,40週,5001克及以上,0
111,按發生日期分,66000220,臺中市大安區,41～42週,1000克及以下,0
111,按發生日期分,66000220,臺中市大安區,41～42週,1001～1500克,0
111,按發生日期分,66000220,臺中市大安區,41～42週,1501～2000克,0
111,按發生日期分,66000220,臺中市大安區,41～42週,2001～2500克,0
111,按發生日期分,66000220,臺中市大安區,41～42週,2501～3000克,0
111,按發生日期分,66000220,臺中市大安區,41～42週,3001～3500克,0
111,按發生日期分,66000220,臺中市大安區,41～42週,3501～4000克,0
111,按發生日期分,66000220,臺中市大安區,41～42週,4001～4500克,0
111,按發生日期分,66000220,臺中市大安區,41～42週,4501～5000克,0
111,按發生日期分,66000220,臺中市大安區,41～42週,5001克及以上,0
111,按發生日期分,66000220,臺中市大安區,43週以上,1000克及以下,0
111,按發生日期分,66000220,臺中市大安區,43週以上,1001～1500克,0
111,按發生日期分,66000220,臺中市大安區,43週以上,1501～2000克,0
111,按發生日期分,66000220,臺中市大安區,43週以上,2001～2500克,0
111,按發生日期分,66000220,臺中市大安區,43週以上,2501～3000克,0
111,按發生日期分,66000220,臺中市大安區,43週以上,3001～3500克,0
111,按發生日期分,66000220,臺中市大安區,43週以上,3501～4000克,0
111,按發生日期分,66000220,臺中市大安區,43週以上,4001～4500克,0
111,按發生日期分,66000220,臺中市大安區,43週以上,4501～5000克,0
111,按發生日期分,66000220,臺中市大安區,43週以上,5001克及以上,0
111,按發生日期分,66000230,臺中市烏日區,28週以下,1000克及以下,2
111,按發生日期分,66000230,臺中市烏日區,28週以下,1001～1500克,2
111,按發生日期分,66000230,臺中市烏日區,28週以下,1501～2000克,0
111,按發生日期分,66000230,臺中市烏日區,28週以下,2001～2500克,0
111,按發生日期分,66000230,臺中市烏日區,28週以下,2501～3000克,0
111,按發生日期分,66000230,臺中市烏日區,28週以下,3001～3500克,0
111,按發生日期分,66000230,臺中市烏日區,28週以下,3501～4000克,0
111,按發生日期分,66000230,臺中市烏日區,28週以下,4001～4500克,0
111,按發生日期分,66000230,臺中市烏日區,28週以下,4501～5000克,0
111,按發生日期分,66000230,臺中市烏日區,28週以下,5001克及以上,0
111,按發生日期分,66000230,臺中市烏日區,28～31週,1000克及以下,1
111,按發生日期分,66000230,臺中市烏日區,28～31週,1001～1500克,3
111,按發生日期分,66000230,臺中市烏日區,28～31週,1501～2000克,2
111,按發生日期分,66000230,臺中市烏日區,28～31週,2001～2500克,0
111,按發生日期分,66000230,臺中市烏日區,28～31週,2501～3000克,0
111,按發生日期分,66000230,臺中市烏日區,28～31週,3001～3500克,0
111,按發生日期分,66000230,臺中市烏日區,28～31週,3501～4000克,0
111,按發生日期分,66000230,臺中市烏日區,28～31週,4001～4500克,0
111,按發生日期分,66000230,臺中市烏日區,28～31週,4501～5000克,0
111,按發生日期分,66000230,臺中市烏日區,28～31週,5001克及以上,0
111,按發生日期分,66000230,臺中市烏日區,32～35週,1000克及以下,0
111,按發生日期分,66000230,臺中市烏日區,32～35週,1001～1500克,3
111,按發生日期分,66000230,臺中市烏日區,32～35週,1501～2000克,10
111,按發生日期分,66000230,臺中市烏日區,32～35週,2001～2500克,10
111,按發生日期分,66000230,臺中市烏日區,32～35週,2501～3000克,6
111,按發生日期分,66000230,臺中市烏日區,32～35週,3001～3500克,1
111,按發生日期分,66000230,臺中市烏日區,32～35週,3501～4000克,0
111,按發生日期分,66000230,臺中市烏日區,32～35週,4001～4500克,1
111,按發生日期分,66000230,臺中市烏日區,32～35週,4501～5000克,0
111,按發生日期分,66000230,臺中市烏日區,32～35週,5001克及以上,0
111,按發生日期分,66000230,臺中市烏日區,36週,1000克及以下,0
111,按發生日期分,66000230,臺中市烏日區,36週,1001～1500克,0
111,按發生日期分,66000230,臺中市烏日區,36週,1501～2000克,0
111,按發生日期分,66000230,臺中市烏日區,36週,2001～2500克,14
111,按發生日期分,66000230,臺中市烏日區,36週,2501～3000克,15
111,按發生日期分,66000230,臺中市烏日區,36週,3001～3500克,4
111,按發生日期分,66000230,臺中市烏日區,36週,3501～4000克,0
111,按發生日期分,66000230,臺中市烏日區,36週,4001～4500克,0
111,按發生日期分,66000230,臺中市烏日區,36週,4501～5000克,0
111,按發生日期分,66000230,臺中市烏日區,36週,5001克及以上,0
111,按發生日期分,66000230,臺中市烏日區,37～39週,1000克及以下,0
111,按發生日期分,66000230,臺中市烏日區,37～39週,1001～1500克,0
111,按發生日期分,66000230,臺中市烏日區,37～39週,1501～2000克,1
111,按發生日期分,66000230,臺中市烏日區,37～39週,2001～2500克,22
111,按發生日期分,66000230,臺中市烏日區,37～39週,2501～3000克,176
111,按發生日期分,66000230,臺中市烏日區,37～39週,3001～3500克,214
111,按發生日期分,66000230,臺中市烏日區,37～39週,3501～4000克,46
111,按發生日期分,66000230,臺中市烏日區,37～39週,4001～4500克,2
111,按發生日期分,66000230,臺中市烏日區,37～39週,4501～5000克,0
111,按發生日期分,66000230,臺中市烏日區,37～39週,5001克及以上,0
111,按發生日期分,66000230,臺中市烏日區,40週,1000克及以下,0
111,按發生日期分,66000230,臺中市烏日區,40週,1001～1500克,0
111,按發生日期分,66000230,臺中市烏日區,40週,1501～2000克,0
111,按發生日期分,66000230,臺中市烏日區,40週,2001～2500克,1
111,按發生日期分,66000230,臺中市烏日區,40週,2501～3000克,14
111,按發生日期分,66000230,臺中市烏日區,40週,3001～3500克,27
111,按發生日期分,66000230,臺中市烏日區,40週,3501～4000克,11
111,按發生日期分,66000230,臺中市烏日區,40週,4001～4500克,2
111,按發生日期分,66000230,臺中市烏日區,40週,4501～5000克,0
111,按發生日期分,66000230,臺中市烏日區,40週,5001克及以上,0
111,按發生日期分,66000230,臺中市烏日區,41～42週,1000克及以下,0
111,按發生日期分,66000230,臺中市烏日區,41～42週,1001～1500克,0
111,按發生日期分,66000230,臺中市烏日區,41～42週,1501～2000克,0
111,按發生日期分,66000230,臺中市烏日區,41～42週,2001～2500克,0
111,按發生日期分,66000230,臺中市烏日區,41～42週,2501～3000克,0
111,按發生日期分,66000230,臺中市烏日區,41～42週,3001～3500克,4
111,按發生日期分,66000230,臺中市烏日區,41～42週,3501～4000克,0
111,按發生日期分,66000230,臺中市烏日區,41～42週,4001～4500克,0
111,按發生日期分,66000230,臺中市烏日區,41～42週,4501～5000克,0
111,按發生日期分,66000230,臺中市烏日區,41～42週,5001克及以上,0
111,按發生日期分,66000230,臺中市烏日區,43週以上,1000克及以下,0
111,按發生日期分,66000230,臺中市烏日區,43週以上,1001～1500克,0
111,按發生日期分,66000230,臺中市烏日區,43週以上,1501～2000克,0
111,按發生日期分,66000230,臺中市烏日區,43週以上,2001～2500克,0
111,按發生日期分,66000230,臺中市烏日區,43週以上,2501～3000克,0
111,按發生日期分,66000230,臺中市烏日區,43週以上,3001～3500克,0
111,按發生日期分,66000230,臺中市烏日區,43週以上,3501～4000克,0
111,按發生日期分,66000230,臺中市烏日區,43週以上,4001～4500克,0
111,按發生日期分,66000230,臺中市烏日區,43週以上,4501～5000克,0
111,按發生日期分,66000230,臺中市烏日區,43週以上,5001克及以上,0
111,按發生日期分,66000240,臺中市大肚區,28週以下,1000克及以下,1
111,按發生日期分,66000240,臺中市大肚區,28週以下,1001～1500克,0
111,按發生日期分,66000240,臺中市大肚區,28週以下,1501～2000克,0
111,按發生日期分,66000240,臺中市大肚區,28週以下,2001～2500克,0
111,按發生日期分,66000240,臺中市大肚區,28週以下,2501～3000克,0
111,按發生日期分,66000240,臺中市大肚區,28週以下,3001～3500克,0
111,按發生日期分,66000240,臺中市大肚區,28週以下,3501～4000克,0
111,按發生日期分,66000240,臺中市大肚區,28週以下,4001～4500克,0
111,按發生日期分,66000240,臺中市大肚區,28週以下,4501～5000克,0
111,按發生日期分,66000240,臺中市大肚區,28週以下,5001克及以上,0
111,按發生日期分,66000240,臺中市大肚區,28～31週,1000克及以下,0
111,按發生日期分,66000240,臺中市大肚區,28～31週,1001～1500克,1
111,按發生日期分,66000240,臺中市大肚區,28～31週,1501～2000克,0
111,按發生日期分,66000240,臺中市大肚區,28～31週,2001～2500克,0
111,按發生日期分,66000240,臺中市大肚區,28～31週,2501～3000克,0
111,按發生日期分,66000240,臺中市大肚區,28～31週,3001～3500克,0
111,按發生日期分,66000240,臺中市大肚區,28～31週,3501～4000克,0
111,按發生日期分,66000240,臺中市大肚區,28～31週,4001～4500克,0
111,按發生日期分,66000240,臺中市大肚區,28～31週,4501～5000克,0
111,按發生日期分,66000240,臺中市大肚區,28～31週,5001克及以上,0
111,按發生日期分,66000240,臺中市大肚區,32～35週,1000克及以下,0
111,按發生日期分,66000240,臺中市大肚區,32～35週,1001～1500克,1
111,按發生日期分,66000240,臺中市大肚區,32～35週,1501～2000克,2
111,按發生日期分,66000240,臺中市大肚區,32～35週,2001～2500克,5
111,按發生日期分,66000240,臺中市大肚區,32～35週,2501～3000克,2
111,按發生日期分,66000240,臺中市大肚區,32～35週,3001～3500克,0
111,按發生日期分,66000240,臺中市大肚區,32～35週,3501～4000克,0
111,按發生日期分,66000240,臺中市大肚區,32～35週,4001～4500克,0
111,按發生日期分,66000240,臺中市大肚區,32～35週,4501～5000克,0
111,按發生日期分,66000240,臺中市大肚區,32～35週,5001克及以上,0
111,按發生日期分,66000240,臺中市大肚區,36週,1000克及以下,0
111,按發生日期分,66000240,臺中市大肚區,36週,1001～1500克,0
111,按發生日期分,66000240,臺中市大肚區,36週,1501～2000克,0
111,按發生日期分,66000240,臺中市大肚區,36週,2001～2500克,7
111,按發生日期分,66000240,臺中市大肚區,36週,2501～3000克,10
111,按發生日期分,66000240,臺中市大肚區,36週,3001～3500克,3
111,按發生日期分,66000240,臺中市大肚區,36週,3501～4000克,0
111,按發生日期分,66000240,臺中市大肚區,36週,4001～4500克,0
111,按發生日期分,66000240,臺中市大肚區,36週,4501～5000克,0
111,按發生日期分,66000240,臺中市大肚區,36週,5001克及以上,0
111,按發生日期分,66000240,臺中市大肚區,37～39週,1000克及以下,0
111,按發生日期分,66000240,臺中市大肚區,37～39週,1001～1500克,0
111,按發生日期分,66000240,臺中市大肚區,37～39週,1501～2000克,1
111,按發生日期分,66000240,臺中市大肚區,37～39週,2001～2500克,18
111,按發生日期分,66000240,臺中市大肚區,37～39週,2501～3000克,96
111,按發生日期分,66000240,臺中市大肚區,37～39週,3001～3500克,117
111,按發生日期分,66000240,臺中市大肚區,37～39週,3501～4000克,25
111,按發生日期分,66000240,臺中市大肚區,37～39週,4001～4500克,2
111,按發生日期分,66000240,臺中市大肚區,37～39週,4501～5000克,0
111,按發生日期分,66000240,臺中市大肚區,37～39週,5001克及以上,0
111,按發生日期分,66000240,臺中市大肚區,40週,1000克及以下,0
111,按發生日期分,66000240,臺中市大肚區,40週,1001～1500克,0
111,按發生日期分,66000240,臺中市大肚區,40週,1501～2000克,0
111,按發生日期分,66000240,臺中市大肚區,40週,2001～2500克,0
111,按發生日期分,66000240,臺中市大肚區,40週,2501～3000克,8
111,按發生日期分,66000240,臺中市大肚區,40週,3001～3500克,18
111,按發生日期分,66000240,臺中市大肚區,40週,3501～4000克,6
111,按發生日期分,66000240,臺中市大肚區,40週,4001～4500克,0
111,按發生日期分,66000240,臺中市大肚區,40週,4501～5000克,0
111,按發生日期分,66000240,臺中市大肚區,40週,5001克及以上,0
111,按發生日期分,66000240,臺中市大肚區,41～42週,1000克及以下,0
111,按發生日期分,66000240,臺中市大肚區,41～42週,1001～1500克,0
111,按發生日期分,66000240,臺中市大肚區,41～42週,1501～2000克,0
111,按發生日期分,66000240,臺中市大肚區,41～42週,2001～2500克,0
111,按發生日期分,66000240,臺中市大肚區,41～42週,2501～3000克,0
111,按發生日期分,66000240,臺中市大肚區,41～42週,3001～3500克,0
111,按發生日期分,66000240,臺中市大肚區,41～42週,3501～4000克,0
111,按發生日期分,66000240,臺中市大肚區,41～42週,4001～4500克,0
111,按發生日期分,66000240,臺中市大肚區,41～42週,4501～5000克,0
111,按發生日期分,66000240,臺中市大肚區,41～42週,5001克及以上,0
111,按發生日期分,66000240,臺中市大肚區,43週以上,1000克及以下,0
111,按發生日期分,66000240,臺中市大肚區,43週以上,1001～1500克,0
111,按發生日期分,66000240,臺中市大肚區,43週以上,1501～2000克,0
111,按發生日期分,66000240,臺中市大肚區,43週以上,2001～2500克,0
111,按發生日期分,66000240,臺中市大肚區,43週以上,2501～3000克,0
111,按發生日期分,66000240,臺中市大肚區,43週以上,3001～3500克,0
111,按發生日期分,66000240,臺中市大肚區,43週以上,3501～4000克,0
111,按發生日期分,66000240,臺中市大肚區,43週以上,4001～4500克,0
111,按發生日期分,66000240,臺中市大肚區,43週以上,4501～5000克,0
111,按發生日期分,66000240,臺中市大肚區,43週以上,5001克及以上,0
111,按發生日期分,66000250,臺中市龍井區,28週以下,1000克及以下,6
111,按發生日期分,66000250,臺中市龍井區,28週以下,1001～1500克,0
111,按發生日期分,66000250,臺中市龍井區,28週以下,1501～2000克,0
111,按發生日期分,66000250,臺中市龍井區,28週以下,2001～2500克,0
111,按發生日期分,66000250,臺中市龍井區,28週以下,2501～3000克,0
111,按發生日期分,66000250,臺中市龍井區,28週以下,3001～3500克,0
111,按發生日期分,66000250,臺中市龍井區,28週以下,3501～4000克,0
111,按發生日期分,66000250,臺中市龍井區,28週以下,4001～4500克,0
111,按發生日期分,66000250,臺中市龍井區,28週以下,4501～5000克,0
111,按發生日期分,66000250,臺中市龍井區,28週以下,5001克及以上,0
111,按發生日期分,66000250,臺中市龍井區,28～31週,1000克及以下,0
111,按發生日期分,66000250,臺中市龍井區,28～31週,1001～1500克,4
111,按發生日期分,66000250,臺中市龍井區,28～31週,1501～2000克,0
111,按發生日期分,66000250,臺中市龍井區,28～31週,2001～2500克,0
111,按發生日期分,66000250,臺中市龍井區,28～31週,2501～3000克,0
111,按發生日期分,66000250,臺中市龍井區,28～31週,3001～3500克,0
111,按發生日期分,66000250,臺中市龍井區,28～31週,3501～4000克,0
111,按發生日期分,66000250,臺中市龍井區,28～31週,4001～4500克,0
111,按發生日期分,66000250,臺中市龍井區,28～31週,4501～5000克,0
111,按發生日期分,66000250,臺中市龍井區,28～31週,5001克及以上,0
111,按發生日期分,66000250,臺中市龍井區,32～35週,1000克及以下,0
111,按發生日期分,66000250,臺中市龍井區,32～35週,1001～1500克,0
111,按發生日期分,66000250,臺中市龍井區,32～35週,1501～2000克,5
111,按發生日期分,66000250,臺中市龍井區,32～35週,2001～2500克,15
111,按發生日期分,66000250,臺中市龍井區,32～35週,2501～3000克,7
111,按發生日期分,66000250,臺中市龍井區,32～35週,3001～3500克,1
111,按發生日期分,66000250,臺中市龍井區,32～35週,3501～4000克,1
111,按發生日期分,66000250,臺中市龍井區,32～35週,4001～4500克,0
111,按發生日期分,66000250,臺中市龍井區,32～35週,4501～5000克,0
111,按發生日期分,66000250,臺中市龍井區,32～35週,5001克及以上,0
111,按發生日期分,66000250,臺中市龍井區,36週,1000克及以下,0
111,按發生日期分,66000250,臺中市龍井區,36週,1001～1500克,0
111,按發生日期分,66000250,臺中市龍井區,36週,1501～2000克,2
111,按發生日期分,66000250,臺中市龍井區,36週,2001～2500克,12
111,按發生日期分,66000250,臺中市龍井區,36週,2501～3000克,18
111,按發生日期分,66000250,臺中市龍井區,36週,3001～3500克,4
111,按發生日期分,66000250,臺中市龍井區,36週,3501～4000克,1
111,按發生日期分,66000250,臺中市龍井區,36週,4001～4500克,0
111,按發生日期分,66000250,臺中市龍井區,36週,4501～5000克,0
111,按發生日期分,66000250,臺中市龍井區,36週,5001克及以上,0
111,按發生日期分,66000250,臺中市龍井區,37～39週,1000克及以下,0
111,按發生日期分,66000250,臺中市龍井區,37～39週,1001～1500克,0
111,按發生日期分,66000250,臺中市龍井區,37～39週,1501～2000克,0
111,按發生日期分,66000250,臺中市龍井區,37～39週,2001～2500克,24
111,按發生日期分,66000250,臺中市龍井區,37～39週,2501～3000克,174
111,按發生日期分,66000250,臺中市龍井區,37～39週,3001～3500克,179
111,按發生日期分,66000250,臺中市龍井區,37～39週,3501～4000克,44
111,按發生日期分,66000250,臺中市龍井區,37～39週,4001～4500克,2
111,按發生日期分,66000250,臺中市龍井區,37～39週,4501～5000克,1
111,按發生日期分,66000250,臺中市龍井區,37～39週,5001克及以上,0
111,按發生日期分,66000250,臺中市龍井區,40週,1000克及以下,0
111,按發生日期分,66000250,臺中市龍井區,40週,1001～1500克,0
111,按發生日期分,66000250,臺中市龍井區,40週,1501～2000克,0
111,按發生日期分,66000250,臺中市龍井區,40週,2001～2500克,4
111,按發生日期分,66000250,臺中市龍井區,40週,2501～3000克,18
111,按發生日期分,66000250,臺中市龍井區,40週,3001～3500克,39
111,按發生日期分,66000250,臺中市龍井區,40週,3501～4000克,8
111,按發生日期分,66000250,臺中市龍井區,40週,4001～4500克,0
111,按發生日期分,66000250,臺中市龍井區,40週,4501～5000克,0
111,按發生日期分,66000250,臺中市龍井區,40週,5001克及以上,0
111,按發生日期分,66000250,臺中市龍井區,41～42週,1000克及以下,0
111,按發生日期分,66000250,臺中市龍井區,41～42週,1001～1500克,0
111,按發生日期分,66000250,臺中市龍井區,41～42週,1501～2000克,0
111,按發生日期分,66000250,臺中市龍井區,41～42週,2001～2500克,0
111,按發生日期分,66000250,臺中市龍井區,41～42週,2501～3000克,0
111,按發生日期分,66000250,臺中市龍井區,41～42週,3001～3500克,1
111,按發生日期分,66000250,臺中市龍井區,41～42週,3501～4000克,0
111,按發生日期分,66000250,臺中市龍井區,41～42週,4001～4500克,1
111,按發生日期分,66000250,臺中市龍井區,41～42週,4501～5000克,0
111,按發生日期分,66000250,臺中市龍井區,41～42週,5001克及以上,0
111,按發生日期分,66000250,臺中市龍井區,43週以上,1000克及以下,0
111,按發生日期分,66000250,臺中市龍井區,43週以上,1001～1500克,0
111,按發生日期分,66000250,臺中市龍井區,43週以上,1501～2000克,0
111,按發生日期分,66000250,臺中市龍井區,43週以上,2001～2500克,0
111,按發生日期分,66000250,臺中市龍井區,43週以上,2501～3000克,0
111,按發生日期分,66000250,臺中市龍井區,43週以上,3001～3500克,0
111,按發生日期分,66000250,臺中市龍井區,43週以上,3501～4000克,0
111,按發生日期分,66000250,臺中市龍井區,43週以上,4001～4500克,0
111,按發生日期分,66000250,臺中市龍井區,43週以上,4501～5000克,0
111,按發生日期分,66000250,臺中市龍井區,43週以上,5001克及以上,0
111,按發生日期分,66000260,臺中市霧峰區,28週以下,1000克及以下,1
111,按發生日期分,66000260,臺中市霧峰區,28週以下,1001～1500克,0
111,按發生日期分,66000260,臺中市霧峰區,28週以下,1501～2000克,0
111,按發生日期分,66000260,臺中市霧峰區,28週以下,2001～2500克,0
111,按發生日期分,66000260,臺中市霧峰區,28週以下,2501～3000克,0
111,按發生日期分,66000260,臺中市霧峰區,28週以下,3001～3500克,0
111,按發生日期分,66000260,臺中市霧峰區,28週以下,3501～4000克,0
111,按發生日期分,66000260,臺中市霧峰區,28週以下,4001～4500克,0
111,按發生日期分,66000260,臺中市霧峰區,28週以下,4501～5000克,0
111,按發生日期分,66000260,臺中市霧峰區,28週以下,5001克及以上,0
111,按發生日期分,66000260,臺中市霧峰區,28～31週,1000克及以下,0
111,按發生日期分,66000260,臺中市霧峰區,28～31週,1001～1500克,3
111,按發生日期分,66000260,臺中市霧峰區,28～31週,1501～2000克,0
111,按發生日期分,66000260,臺中市霧峰區,28～31週,2001～2500克,0
111,按發生日期分,66000260,臺中市霧峰區,28～31週,2501～3000克,0
111,按發生日期分,66000260,臺中市霧峰區,28～31週,3001～3500克,0
111,按發生日期分,66000260,臺中市霧峰區,28～31週,3501～4000克,0
111,按發生日期分,66000260,臺中市霧峰區,28～31週,4001～4500克,0
111,按發生日期分,66000260,臺中市霧峰區,28～31週,4501～5000克,0
111,按發生日期分,66000260,臺中市霧峰區,28～31週,5001克及以上,0
111,按發生日期分,66000260,臺中市霧峰區,32～35週,1000克及以下,0
111,按發生日期分,66000260,臺中市霧峰區,32～35週,1001～1500克,1
111,按發生日期分,66000260,臺中市霧峰區,32～35週,1501～2000克,5
111,按發生日期分,66000260,臺中市霧峰區,32～35週,2001～2500克,9
111,按發生日期分,66000260,臺中市霧峰區,32～35週,2501～3000克,3
111,按發生日期分,66000260,臺中市霧峰區,32～35週,3001～3500克,0
111,按發生日期分,66000260,臺中市霧峰區,32～35週,3501～4000克,0
111,按發生日期分,66000260,臺中市霧峰區,32～35週,4001～4500克,0
111,按發生日期分,66000260,臺中市霧峰區,32～35週,4501～5000克,0
111,按發生日期分,66000260,臺中市霧峰區,32～35週,5001克及以上,0
111,按發生日期分,66000260,臺中市霧峰區,36週,1000克及以下,0
111,按發生日期分,66000260,臺中市霧峰區,36週,1001～1500克,0
111,按發生日期分,66000260,臺中市霧峰區,36週,1501～2000克,0
111,按發生日期分,66000260,臺中市霧峰區,36週,2001～2500克,6
111,按發生日期分,66000260,臺中市霧峰區,36週,2501～3000克,9
111,按發生日期分,66000260,臺中市霧峰區,36週,3001～3500克,2
111,按發生日期分,66000260,臺中市霧峰區,36週,3501～4000克,0
111,按發生日期分,66000260,臺中市霧峰區,36週,4001～4500克,0
111,按發生日期分,66000260,臺中市霧峰區,36週,4501～5000克,0
111,按發生日期分,66000260,臺中市霧峰區,36週,5001克及以上,0
111,按發生日期分,66000260,臺中市霧峰區,37～39週,1000克及以下,0
111,按發生日期分,66000260,臺中市霧峰區,37～39週,1001～1500克,0
111,按發生日期分,66000260,臺中市霧峰區,37～39週,1501～2000克,0
111,按發生日期分,66000260,臺中市霧峰區,37～39週,2001～2500克,28
111,按發生日期分,66000260,臺中市霧峰區,37～39週,2501～3000克,105
111,按發生日期分,66000260,臺中市霧峰區,37～39週,3001～3500克,129
111,按發生日期分,66000260,臺中市霧峰區,37～39週,3501～4000克,26
111,按發生日期分,66000260,臺中市霧峰區,37～39週,4001～4500克,6
111,按發生日期分,66000260,臺中市霧峰區,37～39週,4501～5000克,0
111,按發生日期分,66000260,臺中市霧峰區,37～39週,5001克及以上,0
111,按發生日期分,66000260,臺中市霧峰區,40週,1000克及以下,0
111,按發生日期分,66000260,臺中市霧峰區,40週,1001～1500克,0
111,按發生日期分,66000260,臺中市霧峰區,40週,1501～2000克,0
111,按發生日期分,66000260,臺中市霧峰區,40週,2001～2500克,0
111,按發生日期分,66000260,臺中市霧峰區,40週,2501～3000克,17
111,按發生日期分,66000260,臺中市霧峰區,40週,3001～3500克,36
111,按發生日期分,66000260,臺中市霧峰區,40週,3501～4000克,9
111,按發生日期分,66000260,臺中市霧峰區,40週,4001～4500克,0
111,按發生日期分,66000260,臺中市霧峰區,40週,4501～5000克,0
111,按發生日期分,66000260,臺中市霧峰區,40週,5001克及以上,0
111,按發生日期分,66000260,臺中市霧峰區,41～42週,1000克及以下,0
111,按發生日期分,66000260,臺中市霧峰區,41～42週,1001～1500克,0
111,按發生日期分,66000260,臺中市霧峰區,41～42週,1501～2000克,0
111,按發生日期分,66000260,臺中市霧峰區,41～42週,2001～2500克,0
111,按發生日期分,66000260,臺中市霧峰區,41～42週,2501～3000克,1
111,按發生日期分,66000260,臺中市霧峰區,41～42週,3001～3500克,2
111,按發生日期分,66000260,臺中市霧峰區,41～42週,3501～4000克,2
111,按發生日期分,66000260,臺中市霧峰區,41～42週,4001～4500克,0
111,按發生日期分,66000260,臺中市霧峰區,41～42週,4501～5000克,0
111,按發生日期分,66000260,臺中市霧峰區,41～42週,5001克及以上,0
111,按發生日期分,66000260,臺中市霧峰區,43週以上,1000克及以下,0
111,按發生日期分,66000260,臺中市霧峰區,43週以上,1001～1500克,0
